tracker_name,dataset_name,stage,run_id,conf,iou,HOTA (%),MOTA (%),IDF1 (%),ID Switches,MostlyTracked,MostlyLost,FPS,Latency mean (ms),Latency 95 (ms),Peak VRAM (MB),det_thresh,max_age,min_hits,iou_threshold,Latency p95 (ms)
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.2,0.2,0.5,18.738,20.058,25.011,55.25,5.0,30.75,70.9,14.74,,690.7,0.3,70.0,1.0,0.2,20.22
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.3,0.2,0.5,18.254,20.011,23.975,57.75,4.875,31.125,71.8,14.73,,698.0,0.3,70.0,1.0,0.3,20.36
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.4,0.2,0.5,17.946,19.797,23.545,63.75,5.0,31.375,65.6,15.78,,648.5,0.3,70.0,1.0,0.4,20.65
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.5,0.2,0.5,18.017,19.435,23.632,71.125,4.875,31.5,67.0,15.29,,699.6,0.3,70.0,1.0,0.5,20.41
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.6,0.2,0.5,17.32,18.767,22.314,82.625,4.25,32.0,66.4,15.9,,724.4,0.3,70.0,1.0,0.6,21.98
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits1_iou_threshold0.7,0.2,0.5,15.685,17.001,19.591,90.625,3.5,32.75,68.0,16.68,,668.9,0.3,70.0,1.0,0.7,24.45
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.2,0.2,0.5,16.744,17.127,22.464,29.0,3.75,33.5,70.8,14.56,,642.5,0.3,70.0,3.0,0.2,20.14
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.3,0.2,0.5,16.396,17.067,21.62,31.375,3.75,33.625,68.9,14.83,,674.4,0.3,70.0,3.0,0.3,20.31
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.4,0.2,0.5,16.224,17.024,21.428,32.5,3.75,33.625,69.0,14.95,,654.3,0.3,70.0,3.0,0.4,20.14
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.5,0.2,0.5,16.396,16.701,21.756,35.125,3.375,33.75,69.9,15.05,,685.1,0.3,70.0,3.0,0.5,20.23
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.6,0.2,0.5,15.89,16.237,20.836,37.25,3.5,34.0,70.6,15.35,,731.8,0.3,70.0,3.0,0.6,21.98
ocsort,gmot,2,det_thresh0.3_max_age70_min_hits3_iou_threshold0.7,0.2,0.5,14.406,14.781,18.249,41.875,2.75,34.5,62.8,17.44,,671.9,0.3,70.0,3.0,0.7,25.14
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.2,0.2,0.5,18.739,20.098,25.009,54.875,5.0,30.75,70.5,14.62,,632.3,0.3,100.0,1.0,0.2,20.04
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.3,0.2,0.5,18.227,19.904,23.957,60.125,4.875,31.0,72.9,14.51,,672.5,0.3,100.0,1.0,0.3,20.77
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.4,0.2,0.5,17.935,19.784,23.512,64.375,5.0,31.25,71.0,15.0,,699.1,0.3,100.0,1.0,0.4,21.31
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.5,0.2,0.5,18.025,19.43,23.69,71.875,4.875,31.25,68.0,15.25,,658.7,0.3,100.0,1.0,0.5,21.52
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.6,0.2,0.5,17.31,18.754,22.293,83.375,4.25,32.0,66.2,16.08,,669.5,0.3,100.0,1.0,0.6,22.42
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits1_iou_threshold0.7,0.2,0.5,15.679,16.983,19.591,91.125,3.5,32.75,68.5,17.27,,634.6,0.3,100.0,1.0,0.7,28.64
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.2,0.2,0.5,16.749,17.141,22.469,29.25,3.75,33.5,67.7,15.05,,668.9,0.3,100.0,3.0,0.2,20.83
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.3,0.2,0.5,16.376,17.015,21.616,31.125,3.75,33.625,70.6,14.74,,652.8,0.3,100.0,3.0,0.3,20.15
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.4,0.2,0.5,16.214,17.011,21.415,32.75,3.75,33.625,71.6,14.68,,714.0,0.3,100.0,3.0,0.4,20.92
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.5,0.2,0.5,16.386,16.69,21.774,35.375,3.375,33.75,70.1,15.09,,567.3,0.3,100.0,3.0,0.5,21.23
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.6,0.2,0.5,15.87,16.225,20.81,37.5,3.5,34.0,64.9,16.1,,591.2,0.3,100.0,3.0,0.6,22.23
ocsort,gmot,2,det_thresh0.3_max_age100_min_hits3_iou_threshold0.7,0.2,0.5,14.4,14.764,18.246,41.375,2.75,34.5,66.8,17.41,,739.7,0.3,100.0,3.0,0.7,27.61
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.2,0.2,0.5,17.061,17.946,22.779,44.0,4.25,33.375,74.9,13.6,,604.3,0.4,20.0,1.0,0.2,19.28
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.3,0.2,0.5,16.572,17.839,21.774,46.75,4.25,33.625,75.9,13.38,,660.7,0.4,20.0,1.0,0.3,18.49
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.4,0.2,0.5,16.379,17.706,21.459,49.0,4.25,33.75,76.6,13.47,,635.3,0.4,20.0,1.0,0.4,18.63
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.5,0.2,0.5,16.35,17.603,21.309,47.625,4.375,33.75,76.8,13.25,,664.2,0.4,20.0,1.0,0.5,18.26
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.6,0.2,0.5,15.855,17.241,20.464,56.0,4.125,34.0,77.2,13.18,,688.1,0.4,20.0,1.0,0.6,18.7
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits1_iou_threshold0.7,0.2,0.5,14.408,15.69,18.053,63.125,3.25,34.375,75.8,13.59,,677.7,0.4,20.0,1.0,0.7,19.07
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.2,0.2,0.5,15.676,15.743,20.996,21.0,3.5,34.5,77.6,13.23,,616.2,0.4,20.0,3.0,0.2,18.49
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.3,0.2,0.5,15.324,15.641,20.179,23.875,3.25,34.75,75.5,13.67,,690.8,0.4,20.0,3.0,0.3,18.37
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.4,0.2,0.5,15.241,15.66,20.096,25.125,3.25,34.75,76.1,13.6,,679.5,0.4,20.0,3.0,0.4,18.72
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.5,0.2,0.5,15.245,15.579,20.0,24.125,3.25,34.75,70.4,14.66,,591.7,0.4,20.0,3.0,0.5,19.23
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.6,0.2,0.5,14.883,15.261,19.387,26.375,3.125,34.75,68.4,14.8,,628.6,0.4,20.0,3.0,0.6,18.76
ocsort,gmot,2,det_thresh0.4_max_age20_min_hits3_iou_threshold0.7,0.2,0.5,13.473,13.897,16.954,30.25,2.75,35.5,75.7,14.01,,661.9,0.4,20.0,3.0,0.7,18.0
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.2,0.2,0.5,17.032,17.962,22.716,44.125,4.25,33.375,82.0,12.69,,671.2,0.4,30.0,1.0,0.2,16.7
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.3,0.2,0.5,16.534,17.834,21.672,48.375,4.25,33.625,78.3,13.08,,656.7,0.4,30.0,1.0,0.3,17.41
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.4,0.2,0.5,16.306,17.711,21.33,49.75,4.25,33.75,73.1,14.3,,685.0,0.4,30.0,1.0,0.4,18.0
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.5,0.2,0.5,16.341,17.6,21.312,47.875,4.375,33.75,75.7,13.93,,689.5,0.4,30.0,1.0,0.5,18.41
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.6,0.2,0.5,15.808,17.164,20.391,57.0,4.0,34.125,80.3,13.17,,664.0,0.4,30.0,1.0,0.6,17.78
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits1_iou_threshold0.7,0.2,0.5,14.4,15.636,18.09,64.125,3.25,34.5,74.8,13.71,,633.2,0.4,30.0,1.0,0.7,18.03
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.2,0.2,0.5,15.616,15.749,20.915,21.125,3.5,34.5,78.0,13.49,,712.6,0.4,30.0,3.0,0.2,17.55
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.3,0.2,0.5,15.244,15.639,20.017,23.625,3.25,34.75,75.7,14.0,,569.7,0.4,30.0,3.0,0.3,18.48
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.4,0.2,0.5,15.154,15.655,19.938,25.625,3.25,34.75,78.3,13.53,,752.8,0.4,30.0,3.0,0.4,16.19
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.5,0.2,0.5,15.235,15.558,20.0,24.625,3.25,34.75,79.2,12.95,,611.9,0.4,30.0,3.0,0.5,16.89
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.6,0.2,0.5,14.839,15.22,19.322,26.75,3.125,34.75,76.3,13.8,,668.4,0.4,30.0,3.0,0.6,18.45
ocsort,gmot,2,det_thresh0.4_max_age30_min_hits3_iou_threshold0.7,0.2,0.5,13.457,13.863,16.969,30.125,2.75,35.5,73.9,14.29,,659.3,0.4,30.0,3.0,0.7,18.99
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.2,0.2,0.5,17.116,17.965,22.875,44.5,4.25,33.375,76.4,13.86,,614.2,0.4,40.0,1.0,0.2,18.54
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.3,0.2,0.5,16.633,17.852,21.899,48.125,4.25,33.625,80.5,12.88,,735.3,0.4,40.0,1.0,0.3,18.23
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.4,0.2,0.5,16.395,17.707,21.534,49.375,4.25,33.75,75.7,13.52,,631.6,0.4,40.0,1.0,0.4,17.66
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.5,0.2,0.5,16.348,17.586,21.329,48.25,4.375,33.75,73.5,14.11,,631.6,0.4,40.0,1.0,0.5,19.05
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.6,0.2,0.5,15.814,17.106,20.426,58.375,4.0,34.0,74.2,14.0,,588.7,0.4,40.0,1.0,0.6,19.16
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits1_iou_threshold0.7,0.2,0.5,14.411,15.616,18.115,64.625,3.25,34.5,70.5,14.71,,666.8,0.4,40.0,1.0,0.7,20.23
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.2,0.2,0.5,15.703,15.756,21.076,21.0,3.5,34.5,77.0,13.46,,687.7,0.4,40.0,3.0,0.2,17.79
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.3,0.2,0.5,15.33,15.651,20.216,23.0,3.25,34.75,72.8,14.23,,726.2,0.4,40.0,3.0,0.3,19.32
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.4,0.2,0.5,15.231,15.649,20.133,25.625,3.25,34.75,73.9,14.03,,616.2,0.4,40.0,3.0,0.4,18.79
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.5,0.2,0.5,15.238,15.559,19.999,24.375,3.25,34.75,75.8,13.76,,690.8,0.4,40.0,3.0,0.5,18.95
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.6,0.2,0.5,14.841,15.174,19.349,27.0,3.125,34.75,72.0,14.45,,581.1,0.4,40.0,3.0,0.6,19.3
ocsort,gmot,2,det_thresh0.4_max_age40_min_hits3_iou_threshold0.7,0.2,0.5,13.465,13.849,16.991,30.0,2.75,35.5,71.4,14.8,,674.8,0.4,40.0,3.0,0.7,19.98
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.2,0.2,0.5,17.12,17.988,22.922,43.875,4.25,33.375,74.6,13.62,,685.0,0.4,50.0,1.0,0.2,19.44
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.3,0.2,0.5,16.61,17.865,21.821,48.375,4.25,33.625,71.7,14.21,,693.7,0.4,50.0,1.0,0.3,19.44
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.4,0.2,0.5,16.367,17.699,21.481,50.5,4.25,33.75,74.9,13.61,,712.5,0.4,50.0,1.0,0.4,19.1
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.5,0.2,0.5,16.356,17.576,21.381,48.625,4.375,33.75,75.3,13.81,,709.8,0.4,50.0,1.0,0.5,19.33
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.6,0.2,0.5,15.815,17.114,20.429,58.875,4.0,34.0,76.1,13.82,,708.5,0.4,50.0,1.0,0.6,19.74
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits1_iou_threshold0.7,0.2,0.5,14.409,15.61,18.109,65.125,3.25,34.5,67.8,15.44,,649.7,0.4,50.0,1.0,0.7,20.98
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits3_iou_threshold0.2,0.2,0.5,15.696,15.742,21.084,21.0,3.5,34.5,69.4,14.63,,688.0,0.4,50.0,3.0,0.2,19.27
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits3_iou_threshold0.3,0.2,0.5,15.311,15.635,20.162,23.375,3.25,34.75,75.4,13.6,,710.4,0.4,50.0,3.0,0.3,18.91
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits3_iou_threshold0.4,0.2,0.5,15.224,15.654,20.133,25.625,3.25,34.75,73.2,14.21,,651.5,0.4,50.0,3.0,0.4,19.75
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits3_iou_threshold0.5,0.2,0.5,15.236,15.55,20.02,24.375,3.25,34.75,74.5,14.09,,696.4,0.4,50.0,3.0,0.5,19.2
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits3_iou_threshold0.6,0.2,0.5,14.843,15.178,19.351,26.875,3.125,34.75,73.2,14.42,,648.1,0.4,50.0,3.0,0.6,19.68
ocsort,gmot,2,det_thresh0.4_max_age50_min_hits3_iou_threshold0.7,0.2,0.5,13.465,13.851,16.985,30.25,2.75,35.5,72.7,14.95,,694.2,0.4,50.0,3.0,0.7,20.98
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits1_iou_threshold0.2,0.2,0.5,17.074,17.976,22.831,46.125,4.25,33.375,72.8,14.33,,700.4,0.4,70.0,1.0,0.2,19.44
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits1_iou_threshold0.3,0.2,0.5,16.505,17.847,21.588,50.0,4.25,33.625,73.3,14.28,,740.1,0.4,70.0,1.0,0.3,19.39
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits1_iou_threshold0.4,0.2,0.5,16.318,17.659,21.416,51.5,4.25,33.75,71.7,14.5,,588.6,0.4,70.0,1.0,0.4,19.96
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits1_iou_threshold0.5,0.2,0.5,16.296,17.561,21.301,50.0,4.375,33.75,72.4,14.46,,660.4,0.4,70.0,1.0,0.5,19.52
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits1_iou_threshold0.6,0.2,0.5,15.78,17.091,20.405,60.0,4.0,34.0,69.9,15.01,,694.8,0.4,70.0,1.0,0.6,20.42
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits1_iou_threshold0.7,0.2,0.5,14.395,15.6,18.075,65.5,3.25,34.5,67.2,15.79,,724.5,0.4,70.0,1.0,0.7,22.69
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits3_iou_threshold0.2,0.2,0.5,15.656,15.735,20.983,21.25,3.5,34.5,73.4,13.92,,583.6,0.4,70.0,3.0,0.2,19.34
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits3_iou_threshold0.3,0.2,0.5,15.226,15.609,19.938,24.125,3.25,34.75,72.8,14.16,,640.6,0.4,70.0,3.0,0.3,19.51
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits3_iou_threshold0.4,0.2,0.5,15.176,15.629,20.07,25.875,3.25,34.75,71.6,14.33,,726.6,0.4,70.0,3.0,0.4,19.51
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits3_iou_threshold0.5,0.2,0.5,15.189,15.512,19.975,25.125,3.25,34.75,71.7,14.49,,685.6,0.4,70.0,3.0,0.5,20.12
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits3_iou_threshold0.6,0.2,0.5,14.801,15.155,19.334,27.0,3.125,34.75,74.1,14.53,,706.1,0.4,70.0,3.0,0.6,20.6
ocsort,gmot,2,det_thresh0.4_max_age70_min_hits3_iou_threshold0.7,0.2,0.5,13.455,13.849,16.958,30.375,2.75,35.5,70.5,15.7,,573.2,0.4,70.0,3.0,0.7,22.74
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits1_iou_threshold0.2,0.2,0.5,17.096,17.981,22.88,45.25,4.25,33.375,71.0,14.56,,725.2,0.4,100.0,1.0,0.2,19.34
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits1_iou_threshold0.3,0.2,0.5,16.515,17.841,21.591,51.25,4.25,33.625,70.6,14.6,,639.9,0.4,100.0,1.0,0.3,19.87
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits1_iou_threshold0.4,0.2,0.5,16.244,17.639,21.19,52.375,4.25,33.75,68.5,14.97,,639.9,0.4,100.0,1.0,0.4,20.13
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits1_iou_threshold0.5,0.2,0.5,16.286,17.566,21.284,50.375,4.375,33.75,68.7,14.91,,581.5,0.4,100.0,1.0,0.5,20.45
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits1_iou_threshold0.6,0.2,0.5,15.745,17.094,20.316,61.125,4.0,34.0,67.4,15.57,,734.9,0.4,100.0,1.0,0.6,21.59
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits1_iou_threshold0.7,0.2,0.5,14.394,15.601,18.075,66.25,3.25,34.5,71.5,16.0,,622.9,0.4,100.0,1.0,0.7,24.53
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits3_iou_threshold0.2,0.2,0.5,15.66,15.729,20.991,21.0,3.5,34.5,71.6,14.46,,686.9,0.4,100.0,3.0,0.2,19.12
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits3_iou_threshold0.3,0.2,0.5,15.231,15.614,19.946,23.875,3.25,34.75,70.9,14.53,,683.0,0.4,100.0,3.0,0.3,19.79
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits3_iou_threshold0.4,0.2,0.5,15.126,15.641,19.855,25.875,3.25,34.75,69.4,14.89,,652.0,0.4,100.0,3.0,0.4,19.8
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits3_iou_threshold0.5,0.2,0.5,15.185,15.514,19.969,25.375,3.25,34.75,67.0,15.37,,706.2,0.4,100.0,3.0,0.5,20.68
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits3_iou_threshold0.6,0.2,0.5,14.768,15.152,19.26,27.375,3.125,34.75,63.1,16.61,,673.9,0.4,100.0,3.0,0.6,22.85
ocsort,gmot,2,det_thresh0.4_max_age100_min_hits3_iou_threshold0.7,0.2,0.5,13.455,13.85,16.958,30.25,2.75,35.5,64.7,16.63,,631.5,0.4,100.0,3.0,0.7,24.44
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits1_iou_threshold0.2,0.2,0.5,15.495,16.697,20.427,34.5,4.0,34.375,70.9,14.28,,684.2,0.5,20.0,1.0,0.2,19.1
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits1_iou_threshold0.3,0.2,0.5,15.28,16.621,20.006,36.5,4.0,34.375,74.4,13.63,,687.9,0.5,20.0,1.0,0.3,18.45
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits1_iou_threshold0.4,0.2,0.5,15.183,16.525,19.968,39.625,4.0,34.625,75.5,13.62,,591.8,0.5,20.0,1.0,0.4,18.42
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits1_iou_threshold0.5,0.2,0.5,15.474,16.496,20.299,36.25,4.125,34.75,73.7,13.88,,654.1,0.5,20.0,1.0,0.5,18.84
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits1_iou_threshold0.6,0.2,0.5,14.953,16.205,19.367,42.5,3.875,35.0,68.1,14.86,,647.1,0.5,20.0,1.0,0.6,18.64
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits1_iou_threshold0.7,0.2,0.5,13.65,14.947,17.232,44.5,3.125,35.375,75.2,13.86,,703.0,0.5,20.0,1.0,0.7,18.57
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits3_iou_threshold0.2,0.2,0.5,14.525,15.084,19.159,18.875,3.25,35.375,80.6,13.11,,645.3,0.5,20.0,3.0,0.2,16.68
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits3_iou_threshold0.3,0.2,0.5,14.305,14.976,18.737,19.75,3.0,35.75,80.8,12.68,,749.5,0.5,20.0,3.0,0.3,17.24
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits3_iou_threshold0.4,0.2,0.5,14.261,15.016,18.761,19.75,3.0,35.625,74.5,14.03,,578.9,0.5,20.0,3.0,0.4,17.59
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits3_iou_threshold0.5,0.2,0.5,14.595,15.037,19.176,18.875,3.0,35.625,79.5,13.21,,710.4,0.5,20.0,3.0,0.5,17.09
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits3_iou_threshold0.6,0.2,0.5,14.169,14.66,18.445,21.0,2.75,35.75,79.8,12.91,,651.5,0.5,20.0,3.0,0.6,18.15
ocsort,gmot,2,det_thresh0.5_max_age20_min_hits3_iou_threshold0.7,0.2,0.5,12.887,13.541,16.302,24.5,2.5,36.5,79.0,13.44,,666.3,0.5,20.0,3.0,0.7,17.11
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits1_iou_threshold0.2,0.2,0.5,15.475,16.695,20.415,35.25,4.0,34.375,75.8,14.0,,589.4,0.5,30.0,1.0,0.2,17.32
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits1_iou_threshold0.3,0.2,0.5,15.28,16.606,20.008,38.125,4.0,34.375,83.0,12.59,,714.2,0.5,30.0,1.0,0.3,16.6
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits1_iou_threshold0.4,0.2,0.5,15.189,16.525,20.0,39.5,4.0,34.625,79.2,13.07,,654.1,0.5,30.0,1.0,0.4,17.04
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits1_iou_threshold0.5,0.2,0.5,15.461,16.48,20.269,36.25,4.0,34.75,75.0,13.92,,647.1,0.5,30.0,1.0,0.5,17.69
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits1_iou_threshold0.6,0.2,0.5,14.916,16.17,19.355,43.375,3.75,35.0,78.1,13.6,,703.0,0.5,30.0,1.0,0.6,17.08
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits1_iou_threshold0.7,0.2,0.5,13.591,14.852,17.185,45.375,3.125,35.375,79.8,13.13,,706.1,0.5,30.0,1.0,0.7,17.43
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits3_iou_threshold0.2,0.2,0.5,14.497,15.07,19.129,18.875,3.25,35.375,78.4,13.16,,648.0,0.5,30.0,3.0,0.2,17.37
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits3_iou_threshold0.3,0.2,0.5,14.294,14.98,18.715,19.875,3.0,35.75,74.7,14.05,,616.2,0.5,30.0,3.0,0.3,17.57
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits3_iou_threshold0.4,0.2,0.5,14.262,15.04,18.761,19.625,3.0,35.625,80.4,13.15,,690.8,0.5,30.0,3.0,0.4,15.61
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits3_iou_threshold0.5,0.2,0.5,14.589,15.025,19.18,19.0,3.0,35.625,79.2,13.01,,679.5,0.5,30.0,3.0,0.5,18.09
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits3_iou_threshold0.6,0.2,0.5,14.139,14.642,18.429,21.5,2.75,35.75,78.5,12.95,,591.7,0.5,30.0,3.0,0.6,17.96
ocsort,gmot,2,det_thresh0.5_max_age30_min_hits3_iou_threshold0.7,0.2,0.5,12.834,13.475,16.26,24.375,2.5,36.625,76.7,13.32,,618.4,0.5,30.0,3.0,0.7,18.79
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits1_iou_threshold0.2,0.2,0.5,15.541,16.695,20.575,35.875,4.0,34.375,78.6,12.9,,693.2,0.5,40.0,1.0,0.2,18.52
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits1_iou_threshold0.3,0.2,0.5,15.27,16.605,20.001,37.625,4.0,34.375,76.2,13.26,,680.3,0.5,40.0,1.0,0.3,18.41
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits1_iou_threshold0.4,0.2,0.5,15.179,16.521,19.99,40.0,4.0,34.625,76.2,13.46,,693.2,0.5,40.0,1.0,0.4,18.65
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits1_iou_threshold0.5,0.2,0.5,15.455,16.47,20.256,36.25,4.0,34.875,76.5,13.48,,666.7,0.5,40.0,1.0,0.5,18.77
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits1_iou_threshold0.6,0.2,0.5,14.929,16.165,19.378,43.125,3.75,35.0,76.2,13.59,,670.8,0.5,40.0,1.0,0.6,18.44
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits1_iou_threshold0.7,0.2,0.5,13.636,14.841,17.226,45.875,3.125,35.375,75.2,13.81,,655.5,0.5,40.0,1.0,0.7,19.25
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits3_iou_threshold0.2,0.2,0.5,14.541,15.073,19.245,19.0,3.25,35.375,77.9,13.16,,611.9,0.5,40.0,3.0,0.2,18.4
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits3_iou_threshold0.3,0.2,0.5,14.284,14.986,18.705,19.5,3.0,35.75,76.3,13.59,,668.4,0.5,40.0,3.0,0.3,18.5
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits3_iou_threshold0.4,0.2,0.5,14.259,15.019,18.77,19.75,3.0,35.625,76.2,13.63,,664.2,0.5,40.0,3.0,0.4,18.36
ocsort,gmot,2,det_thresh0.5_max_age40_min_hits3_iou_threshold0.5,0.2,0.5,14.584,15.012,19.154,19.0,3.0,35.625,74.6,13.79,,654.1,0.5,40.0,3.0,0.5,18.56
